"","entry_exit_provider_program_type_code","ee_uid","client_id","recordset_id_4110_recordset_id","start_date_4111","a_history_of_housing_and_homelessness_4177","b_risks_4178","c_socialization_daily_functioning_4179","d_wellness_4180","general_information_4176","pre_screen_total_4181","grand_total_adjusted_for_v2_0_4671","date_added_4110_date_added"
"3811","Other (HUD)",635667,346564,3552894,"3/10/2016",1,2,2,1,0,6,6,"3/10/2016"
"3812","Other (HUD)",635698,373146,1666793,"2/16/2015",1,3,3,4,0,11,11,"2/16/2015"
"3813","Other (HUD)",635711,155834,1666873,"2/16/2015",1,3,2,4,0,10,10,"2/16/2015"
"3814","Other (HUD)",635715,253504,1666916,"2/16/2015",1,3,2,3,0,9,9,"2/16/2015"
"3815","Other (HUD)",635720,302348,1666920,"2/16/2015",1,2,1,0,0,4,4,"2/16/2015"
"3816","Other (HUD)",635721,304530,1666922,"2/16/2015",1,1,2,2,0,6,6,"2/16/2015"
"3817","Other (HUD)",635840,349530,1667128,"2/16/2015",1,4,2,4,0,11,11,"2/16/2015"
"3818","Other (HUD)",635840,349530,3456071,"2/16/2016",1,4,1,5,0,11,11,"2/16/2016"
"3819","Other (HUD)",635845,375379,1667130,"2/16/2015",1,1,2,0,0,4,4,"2/16/2015"
"3820","Other (HUD)",635888,304319,1667289,"2/16/2015",1,2,3,4,1,11,11,"2/16/2015"
"3821","Other (HUD)",635888,304319,3241886,"2/16/2015",1,4,2,6,1,14,14,"12/23/2015"
"3822","Other (HUD)",635894,372422,1667381,"2/16/2015",0,0,1,3,0,4,4,"2/16/2015"
"3823","Other (HUD)",635915,389987,1668183,"2/17/2015",1,4,2,2,0,9,9,"2/17/2015"
"3824","Other (HUD)",635961,198868,1668547,"2/17/2015",1,3,0,1,0,5,5,"2/17/2015"
"3825","Other (HUD)",635964,323875,1668605,"2/17/2015",1,2,2,4,0,9,9,"2/17/2015"
"3826","Other (HUD)",636168,303499,1670105,"2/17/2015",1,3,2,5,0,11,10,"2/17/2015"
"3827","Other (HUD)",636306,324361,1670109,"2/17/2015",1,3,3,5,0,12,12,"2/17/2015"
"3828","Other (HUD)",636319,374984,1670154,"2/17/2015",1,4,2,2,0,9,9,"2/17/2015"
"3829","Other (HUD)",636335,326911,1670239,"2/17/2015",1,2,4,4,0,11,11,"2/17/2015"
"3830","Other (HUD)",636335,326911,3270421,"1/4/2016",1,2,3,2,0,8,8,"1/4/2016"
"3831","Other (HUD)",636348,360290,1670241,"2/17/2015",0,3,2,2,0,7,7,"2/17/2015"
"3832","Other (HUD)",636449,355288,1671774,"2/18/2015",1,2,2,5,0,10,10,"2/18/2015"
"3833","Other (HUD)",636495,160956,1672467,"2/18/2015",1,1,3,6,0,11,11,"2/18/2015"
"3834","Other (HUD)",636512,88274,1672874,"2/18/2015",1,2,3,3,0,9,9,"2/18/2015"
"3835","Other (HUD)",636512,88274,3855974,"5/20/2016",1,4,3,6,0,14,14,"5/20/2016"
"3836","Other (HUD)",636513,302513,1672899,"2/18/2015",1,2,2,2,0,7,7,"2/18/2015"
"3837","Other (HUD)",636513,302513,3638280,"3/30/2016",1,3,2,3,0,9,9,"3/30/2016"
"3838","Other (HUD)",636911,152101,1673913,"2/19/2015",1,2,4,2,0,9,9,"2/19/2015"
"3839","Other (HUD)",636920,303841,1674221,"2/19/2015",1,3,2,4,1,11,11,"2/19/2015"
"3840","Other (HUD)",636995,341765,1676451,"2/19/2015",1,2,3,4,0,10,10,"2/19/2015"
"3841","Other (HUD)",637010,370712,1677042,"2/19/2015",1,1,2,2,0,6,6,"2/19/2015"
"3842","Other (HUD)",637029,302288,1677846,"2/19/2015",1,1,2,3,0,7,7,"2/19/2015"
"3843","Other (HUD)",637486,21891,1679549,"2/20/2015",1,3,1,5,0,10,10,"2/20/2015"
"3844","Other (HUD)",637508,310047,1680629,"2/20/2015",1,2,2,1,0,6,6,"2/20/2015"
"3845","Other (HUD)",637521,393789,1681013,"2/20/2015",1,1,2,2,0,6,6,"2/20/2015"
"3846","Other (HUD)",637582,302281,1682885,"2/20/2015",1,2,4,3,0,10,10,"2/20/2015"
"3847","Other (HUD)",638600,303444,1686486,"2/23/2015",1,3,3,5,0,12,12,"2/23/2015"
"3848","Other (HUD)",638636,393866,1687678,"2/23/2015",1,3,3,5,0,12,12,"2/23/2015"
"3849","Other (HUD)",638710,86817,1689695,"2/23/2015",1,3,2,4,0,10,10,"2/23/2015"
"3850","Other (HUD)",638712,393961,1689885,"2/23/2015",1,3,2,2,1,9,9,"2/23/2015"
"3851","Other (HUD)",639148,394028,1693533,"2/24/2015",1,2,2,3,0,8,8,"2/24/2015"
"3852","Other (HUD)",639167,394030,1694019,"2/24/2015",1,2,0,3,0,6,6,"2/24/2015"
"3853","Other (HUD)",639230,394055,1695311,"2/24/2015",1,2,3,1,0,7,7,"2/24/2015"
"3854","Other (HUD)",639556,250206,1696189,"2/25/2015",1,4,3,1,0,9,9,"2/25/2015"
"3855","Other (HUD)",639556,250206,3451775,"2/15/2016",1,1,3,4,0,9,9,"2/15/2016"
"3856","Other (HUD)",639871,394175,1701951,"2/25/2015",0,2,3,3,0,8,8,"2/25/2015"
"3857","Other (HUD)",640075,324197,1703666,"2/26/2015",1,3,3,7,0,14,13,"2/26/2015"
"3858","Other (HUD)",640470,323886,1708925,"2/27/2015",1,3,3,3,0,10,10,"2/27/2015"
"3859","Other (HUD)",641515,394318,1714023,"3/2/2015",1,4,2,4,0,11,11,"3/2/2015"
"3860","Other (HUD)",641530,394327,1714222,"3/2/2015",1,1,3,3,0,8,8,"3/2/2015"
"3861","Other (HUD)",641597,394436,1715926,"3/2/2015",1,2,2,3,0,8,8,"3/2/2015"
"3862","Other (HUD)",642114,394520,1725675,"3/3/2015",1,2,2,3,0,8,8,"3/3/2015"
"3863","Other (HUD)",642123,185426,1726176,"3/3/2015",1,3,1,3,0,8,8,"3/3/2015"
"3864","Other (HUD)",642444,325435,1656123,"2/12/2015",1,2,1,2,0,6,6,"2/12/2015"
"3865","Other (HUD)",642444,325435,2454809,"8/21/2015",1,1,3,4,0,9,9,"8/21/2015"
"3866","Other (HUD)",642485,390401,1729637,"3/4/2015",1,3,2,5,0,11,10,"3/4/2015"
"3867","Other (HUD)",642535,302449,1656077,"2/12/2015",1,1,2,2,0,6,6,"2/12/2015"
"3868","Other (HUD)",642887,343304,1733968,"3/5/2015",1,3,3,6,0,13,13,"3/5/2015"
"3869","Other (HUD)",643058,323739,1741543,"3/5/2015",1,2,2,1,0,6,6,"3/5/2015"
"3870","Other (HUD)",643412,332591,1742985,"3/6/2015",1,1,1,5,0,8,8,"3/6/2015"
"3871","Other (HUD)",643472,328305,1743888,"3/6/2015",1,2,1,1,0,5,5,"3/6/2015"
"3872","Other (HUD)",643478,335959,1743976,"3/6/2015",1,2,2,5,0,10,9,"3/6/2015"
"3873","Other (HUD)",644698,326212,1757619,"3/9/2015",1,1,4,1,0,7,7,"3/9/2015"
"3874","Other (HUD)",645115,395160,1762093,"3/10/2015",1,1,3,4,0,9,9,"3/10/2015"
"3875","Other (HUD)",645121,382261,1762158,"3/10/2015",1,1,2,2,0,6,6,"3/10/2015"
"3876","Other (HUD)",646058,305670,1772966,"9/15/2015",1,4,4,4,0,13,13,"3/12/2015"
"3877","Other (HUD)",646118,395399,1774045,"9/14/2015",1,4,4,6,0,15,15,"3/12/2015"
"3878","Other (HUD)",646135,302479,1774877,"3/12/2015",1,0,3,4,0,8,8,"3/12/2015"
"3879","Other (HUD)",646156,323537,1775504,"3/12/2015",1,3,1,2,0,7,7,"3/12/2015"
"3880","Other (HUD)",646535,366851,1780228,"3/13/2015",0,2,3,2,0,7,7,"3/13/2015"
"3881","Other (HUD)",647574,270395,1791978,"3/16/2015",1,3,2,5,0,11,11,"3/16/2015"
"3882","Other (HUD)",648543,337852,1805056,"3/18/2015",1,3,3,5,0,12,12,"3/18/2015"
"3883","Other (HUD)",648879,275807,1806624,"3/19/2015",1,1,2,2,0,6,6,"3/19/2015"
"3884","Other (HUD)",648889,307519,1806892,"3/19/2015",1,3,3,4,0,11,11,"3/19/2015"
"3885","Other (HUD)",648889,307519,3101787,"11/30/2015",1,3,2,5,0,11,11,"11/30/2015"
"3886","Other (HUD)",649081,288803,1811621,"3/19/2015",1,3,4,6,0,14,14,"3/19/2015"
"3887","Other (HUD)",650392,396070,1819716,"3/23/2015",1,2,2,4,0,9,9,"3/23/2015"
"3888","Other (HUD)",650418,340471,1820579,"3/23/2015",1,1,2,4,1,9,9,"3/23/2015"
"3889","Other (HUD)",650418,340471,3679563,"4/8/2016",1,0,3,3,1,8,8,"4/8/2016"
"3890","Other (HUD)",650434,396040,1820752,"3/23/2015",1,4,2,6,0,13,13,"3/23/2015"
"3891","Other (HUD)",650897,358811,1826095,"3/24/2015",1,1,3,5,0,10,10,"3/24/2015"
"3892","Other (HUD)",651032,240618,1828997,"3/24/2015",1,3,2,3,0,9,9,"3/24/2015"
"3893","Other (HUD)",651352,212528,1830835,"3/12/2015",1,4,3,4,0,12,12,"3/25/2015"
"3894","Other (HUD)",651428,327734,1831842,"3/25/2015",1,2,3,4,0,10,10,"3/25/2015"
"3895","Other (HUD)",651428,327734,3291447,"1/6/2016",1,2,3,5,0,11,11,"1/6/2016"
"3896","Other (HUD)",651477,118404,1832911,"3/25/2015",1,3,4,3,0,11,11,"3/25/2015"
"3897","Other (HUD)",651717,364247,1834086,"3/25/2015",0,4,3,5,0,12,12,"3/25/2015"
"3898","Other (HUD)",651830,116966,1835512,"3/26/2015",1,3,2,3,0,9,9,"3/26/2015"
"3899","Other (HUD)",652218,303274,1840317,"3/27/2015",1,4,3,5,0,13,13,"3/27/2015"
"3900","Other (HUD)",652307,106683,1843165,"3/27/2015",1,4,3,6,0,14,14,"3/27/2015"
"3901","Other (HUD)",653675,399926,1853030,"3/31/2015",1,1,3,2,0,7,7,"3/31/2015"
"3902","Other (HUD)",654165,364222,1864860,"4/1/2015",1,1,2,1,0,5,5,"4/1/2015"
"3903","Other (HUD)",654165,364222,3478986,"2/22/2016",1,3,4,4,0,12,12,"2/22/2016"
"3904","Other (HUD)",654441,351082,1869063,"4/2/2015",1,1,4,4,0,10,10,"4/2/2015"
"3905","Other (HUD)",654558,334696,1872910,"4/2/2015",1,2,2,5,0,10,10,"4/2/2015"
"3906","Other (HUD)",654985,354584,1878265,"4/6/2015",1,2,2,5,0,10,10,"4/6/2015"
"3907","Other (HUD)",655006,324995,1879072,"4/6/2015",1,2,3,5,0,11,11,"4/6/2015"
"3908","Other (HUD)",655572,323505,1893766,"4/8/2015",1,2,2,3,0,8,8,"4/8/2015"
"3909","Other (HUD)",656085,224250,1906036,"4/9/2015",1,1,3,3,0,8,8,"4/9/2015"
"3910","Other (HUD)",656259,315839,1908242,"4/10/2015",1,1,4,2,0,8,8,"4/10/2015"
"3911","Other (HUD)",656299,351936,1910889,"4/10/2015",1,4,2,7,0,14,13,"4/10/2015"
"3912","Other (HUD)",656339,397664,1912975,"3/23/2016",1,3,3,7,0,14,14,"4/10/2015"
"3913","Other (HUD)",656344,397664,1912975,"3/23/2016",1,3,3,7,0,14,14,"4/10/2015"
"3914","Other (HUD)",656769,397694,1917227,"4/13/2015",1,4,2,4,0,11,11,"4/13/2015"
"3915","Other (HUD)",656777,381119,1917398,"4/13/2015",1,3,4,5,0,13,13,"4/13/2015"
"3916","Other (HUD)",657119,338335,1923683,"4/14/2015",1,1,2,2,0,6,6,"4/14/2015"
"3917","Other (HUD)",657119,338335,3361596,"1/26/2016",1,1,1,1,0,4,4,"1/26/2016"
"3918","Other (HUD)",657289,397942,1927221,"4/14/2015",1,4,2,4,0,11,11,"4/14/2015"
"3919","Other (HUD)",657289,397942,3323670,"1/14/2016",1,4,3,5,0,13,13,"1/14/2016"
"3920","Other (HUD)",657289,397942,3795574,"1/14/2016",1,4,3,5,0,13,13,"5/5/2016"
"3921","Other (HUD)",657564,132874,1933944,"4/15/2015",1,4,4,7,0,16,15,"4/15/2015"
"3922","Other (HUD)",657753,348558,1935511,"4/16/2015",0,1,3,2,0,6,6,"4/16/2015"
"3923","Other (HUD)",657780,326493,1936915,"4/16/2015",1,4,3,4,0,12,12,"4/16/2015"
"3924","Other (HUD)",657797,398112,1937774,"4/16/2015",0,1,3,5,0,9,9,"4/16/2015"
"3925","Other (HUD)",657801,322590,1937810,"4/16/2015",1,4,2,4,0,11,11,"4/16/2015"
"3926","Other (HUD)",657823,363982,1939262,"4/16/2015",0,4,3,4,0,11,11,"4/16/2015"
"3927","Other (HUD)",657854,353815,1940685,"4/16/2015",1,1,3,5,0,10,10,"4/16/2015"
"3928","Other (HUD)",657990,66608,1944331,"4/17/2015",1,1,2,3,0,7,7,"4/17/2015"
"3929","Other (HUD)",658095,323074,1948357,"9/22/2015",1,4,3,5,0,13,13,"4/17/2015"
"3930","Other (HUD)",658095,323074,2632032,"9/22/2015",1,4,3,5,0,13,13,"9/22/2015"
"3931","Other (HUD)",658095,323074,2632033,"4/17/2015",1,4,3,5,0,13,13,"9/22/2015"
"3932","Other (HUD)",658139,398270,1951096,"4/17/2015",1,2,4,5,0,12,12,"4/17/2015"
"3933","Other (HUD)",658826,302241,1959819,"4/21/2015",1,1,3,4,0,9,9,"4/21/2015"
"3934","Other (HUD)",658979,303409,1961668,"4/22/2015",1,2,2,1,0,6,6,"4/22/2015"
"3935","Other (HUD)",658979,303409,3433670,"2/9/2016",1,4,2,4,0,11,11,"2/9/2016"
"3936","Other (HUD)",659029,398540,1962929,"4/22/2015",1,2,1,5,0,9,8,"4/22/2015"
"3937","Other (HUD)",659283,340975,1672778,"2/18/2015",1,2,2,4,0,9,9,"2/18/2015"
"3938","Other (HUD)",659283,340975,1965214,"4/23/2015",0,3,3,5,0,11,11,"4/23/2015"
"3939","Other (HUD)",659283,340975,3762002,"4/27/2016",1,3,1,6,0,11,10,"4/27/2016"
"3940","Other (HUD)",659333,397297,1967542,"4/23/2015",0,2,2,3,0,7,7,"4/23/2015"
"3941","Other (HUD)",659333,397297,3489305,"2/24/2016",0,2,2,2,0,6,6,"2/24/2016"
"3942","Other (HUD)",659365,341859,1968548,"4/23/2015",1,1,4,8,0,14,12,"4/23/2015"
"3943","Other (HUD)",659499,322990,1969924,"4/23/2015",1,4,3,6,0,14,14,"4/24/2015"
"3944","Other (HUD)",659503,358242,1970045,"4/24/2015",1,4,3,5,1,14,14,"4/24/2015"
"3945","Other (HUD)",659966,398866,1974388,"4/27/2015",1,2,2,4,0,9,9,"4/27/2015"
"3946","Other (HUD)",660019,396977,1975385,"4/27/2015",0,2,1,3,0,6,6,"4/27/2015"
"3947","Other (HUD)",660025,330230,1975494,"4/27/2015",1,3,2,5,0,11,11,"4/27/2015"
"3948","Other (HUD)",660027,120880,1975581,"4/27/2015",1,2,0,4,0,7,7,"4/27/2015"
"3949","Other (HUD)",660027,120880,3382179,"1/29/2016",1,2,1,4,0,8,8,"1/29/2016"
"3950","Other (HUD)",660072,218033,1976354,"4/27/2015",1,4,2,4,0,11,11,"4/27/2015"
"3951","Other (HUD)",660072,218033,3787961,"5/3/2016",1,4,4,5,0,14,14,"5/3/2016"
"3952","Other (HUD)",660098,317912,1977526,"4/27/2015",1,0,2,3,1,7,7,"4/27/2015"
"3953","Other (HUD)",660118,398968,1978288,"4/27/2015",0,2,3,2,0,7,7,"4/27/2015"
"3954","Other (HUD)",660381,354192,1982757,"4/28/2015",1,4,2,3,0,10,10,"4/28/2015"
"3955","Other (HUD)",660588,398867,1984566,"4/29/2015",1,2,4,1,0,8,8,"4/29/2015"
"3956","Other (HUD)",660593,354607,1984601,"4/29/2015",1,2,2,3,0,8,8,"4/29/2015"
"3957","Other (HUD)",660593,354607,3825701,"5/12/2016",1,1,3,3,0,8,8,"5/12/2016"
"3958","Other (HUD)",660621,302412,1985541,"4/29/2015",1,1,1,4,1,8,8,"4/29/2015"
"3959","Other (HUD)",660664,390847,1986788,"4/29/2015",1,4,2,3,0,10,10,"4/29/2015"
"3960","Other (HUD)",660883,94377,1993090,"4/30/2015",1,3,3,5,0,12,12,"4/30/2015"
"3961","Other (HUD)",660971,399329,1996038,"4/30/2015",1,2,3,6,1,13,12,"4/30/2015"
"3962","Other (HUD)",661228,346133,2001722,"5/1/2015",1,3,3,5,0,12,12,"5/1/2015"
"3963","Other (HUD)",661277,167388,2002647,"5/1/2015",1,0,2,1,0,4,4,"5/1/2015"
"3964","Other (HUD)",661557,359353,2004819,"5/4/2015",1,3,3,3,0,10,10,"5/4/2015"
"3965","Other (HUD)",661587,350455,1604645,"2/3/2015",1,0,2,1,0,4,4,"2/3/2015"
"3966","Other (HUD)",661765,338091,2009318,"5/4/2015",1,3,3,3,0,10,10,"5/4/2015"
"3967","Other (HUD)",661765,338091,2687589,"10/5/2015",1,2,3,2,0,8,8,"10/5/2015"
"3968","Other (HUD)",661944,398852,2010384,"5/5/2015",1,3,2,3,0,9,9,"5/5/2015"
"3969","Other (HUD)",662135,390107,2015157,"5/5/2015",1,3,2,4,0,10,10,"5/5/2015"
"3970","Other (HUD)",662499,305468,2020454,"5/6/2015",1,1,4,3,0,9,9,"5/6/2015"
"3971","Other (HUD)",662538,399788,2020966,"5/7/2015",1,1,1,1,0,4,4,"5/7/2015"
"3972","Other (HUD)",662634,379455,2024603,"5/7/2015",1,3,2,6,0,12,11,"5/7/2015"
"3973","Other (HUD)",662649,395139,2025146,"5/7/2015",1,4,3,3,0,11,11,"5/7/2015"
"3974","Other (HUD)",662879,335456,2028205,"5/7/2015",1,1,4,3,1,10,10,"5/8/2015"
"3975","Other (HUD)",662886,124764,2028369,"5/8/2015",1,2,4,4,0,11,11,"5/8/2015"
"3976","Other (HUD)",662886,124764,3608711,"3/23/2016",1,2,3,5,0,11,11,"3/23/2016"
"3977","Other (HUD)",663209,325799,2030876,"5/11/2015",1,1,3,6,0,11,11,"5/11/2015"
"3978","Other (HUD)",663227,399882,2031266,"5/11/2015",1,2,3,5,0,11,11,"5/11/2015"
"3979","Other (HUD)",663273,232485,2032059,"5/11/2015",1,2,3,4,0,10,10,"5/11/2015"
"3980","Other (HUD)",663273,232485,2726381,"10/13/2015",1,2,4,4,0,11,11,"10/13/2015"
"3981","Other (HUD)",663273,232485,2726448,"10/13/2015",0,0,0,0,0,0,0,"10/13/2015"
"3982","Other (HUD)",663273,232485,2726929,"10/13/2015",1,2,4,4,0,11,11,"10/13/2015"
"3983","Other (HUD)",663305,360928,2034010,"5/11/2015",1,3,2,5,0,11,11,"5/11/2015"
"3984","Other (HUD)",663516,391450,2036188,"5/12/2015",0,2,3,2,0,7,7,"5/12/2015"
"3985","Other (HUD)",663517,150461,2036139,"5/12/2015",1,4,2,3,0,10,10,"5/12/2015"
"3986","Other (HUD)",663529,107887,2037131,"5/12/2015",1,3,3,5,0,12,12,"5/12/2015"
"3987","Other (HUD)",663630,400157,2039716,"5/12/2015",1,3,3,6,0,13,12,"5/12/2015"
"3988","Other (HUD)",663889,221342,2043264,"5/13/2015",1,2,1,2,0,6,6,"5/13/2015"
"3989","Other (HUD)",663889,221342,3459592,"2/17/2016",1,2,1,2,0,6,6,"2/17/2016"
"3990","Other (HUD)",663949,373058,1631185,"2/9/2015",0,0,3,5,0,8,8,"2/9/2015"
"3991","Other (HUD)",663949,373058,2045254,"5/13/2015",1,2,1,3,0,7,7,"5/13/2015"
"3992","Other (HUD)",664121,324061,2047991,"5/14/2015",1,3,2,4,1,11,11,"5/14/2015"
"3993","Other (HUD)",664157,367280,2048714,"5/14/2015",0,3,1,4,0,8,8,"5/14/2015"
"3994","Other (HUD)",664430,173166,2054347,"5/15/2015",1,3,2,4,0,10,10,"5/15/2015"
"3995","Other (HUD)",665244,400708,2066634,"5/20/2015",1,1,3,1,0,6,6,"5/20/2015"
"3996","Other (HUD)",665244,400708,3462204,"2/17/2016",1,2,3,2,0,8,8,"2/17/2016"
"3997","Other (HUD)",665399,400816,2070530,"5/20/2015",1,3,4,4,0,12,12,"5/20/2015"
"3998","Other (HUD)",665408,400822,2070662,"5/20/2015",1,1,2,2,0,6,6,"5/20/2015"
"3999","Other (HUD)",665825,386012,2078876,"5/22/2015",0,2,1,3,0,6,6,"5/22/2015"
"4000","Other (HUD)",666652,318630,2085916,"5/26/2015",1,2,2,1,0,6,6,"5/26/2015"
"4001","Other (HUD)",666992,88275,2092374,"5/27/2015",1,3,1,4,0,9,9,"5/27/2015"
"4002","Other (HUD)",667006,393005,2092386,"5/27/2015",1,3,2,2,0,8,8,"5/27/2015"
"4003","Other (HUD)",667164,292869,2094117,"5/28/2015",1,2,2,4,0,9,9,"5/28/2015"
"4004","Other (HUD)",667241,401262,2095417,"5/28/2015",1,1,4,4,0,10,10,"5/28/2015"
"4005","Other (HUD)",667369,314214,2098004,"5/28/2015",1,1,1,3,0,6,6,"5/28/2015"
"4006","Other (HUD)",667925,217982,2103119,"6/1/2015",1,4,3,4,0,12,12,"6/1/2015"
"4007","Other (HUD)",667925,217982,3655179,"4/4/2016",1,4,4,5,0,14,14,"4/4/2016"
"4008","Other (HUD)",668040,143682,2105671,"6/1/2015",1,1,2,2,0,6,6,"6/1/2015"
"4009","Other (HUD)",668040,143682,3628474,"3/28/2016",1,2,1,3,0,7,7,"3/28/2016"
"4010","Other (HUD)",668767,346414,2116564,"6/3/2015",0,1,2,2,0,5,5,"6/3/2015"
"4011","Other (HUD)",668922,152641,2117543,"6/4/2015",1,3,2,4,0,10,10,"6/4/2015"
"4012","Other (HUD)",668922,152641,3532963,"3/7/2016",1,3,2,6,0,12,12,"3/7/2016"
"4013","Other (HUD)",668926,397975,2117677,"6/4/2015",1,3,2,3,0,9,9,"6/4/2015"
"4014","Other (HUD)",668970,345940,2118606,"6/4/2015",1,2,3,4,0,10,10,"6/4/2015"
"4015","Other (HUD)",669170,304500,2121150,"6/5/2015",1,1,2,1,0,5,5,"6/5/2015"
"4016","Other (HUD)",669214,369699,2121344,"6/5/2015",1,2,2,2,0,7,7,"6/5/2015"
"4017","Other (HUD)",669641,384408,2125281,"6/8/2015",1,2,2,2,0,7,7,"6/8/2015"
"4018","Other (HUD)",669795,108416,2127873,"6/8/2015",1,3,3,3,0,10,10,"6/8/2015"
"4019","Other (HUD)",669795,108416,3612766,"3/23/2016",1,4,4,5,0,14,14,"3/23/2016"
"4020","Other (HUD)",669974,402165,2129983,"6/9/2015",1,1,2,3,0,7,7,"6/9/2015"
"4021","Other (HUD)",669991,402177,2130564,"6/9/2015",1,2,3,5,0,11,11,"6/9/2015"
"4022","Other (HUD)",670005,253143,2130859,"6/9/2015",1,1,2,3,0,7,7,"6/9/2015"
"4023","Other (HUD)",670005,253143,3272286,"1/4/2016",1,1,2,2,0,6,6,"1/4/2016"
"4024","Other (HUD)",670088,386086,2132161,"6/9/2015",1,0,2,1,0,4,4,"6/9/2015"
"4025","Other (HUD)",670133,335468,2132967,"6/9/2015",0,2,2,1,0,5,5,"6/9/2015"
"4026","Other (HUD)",670294,402292,2134357,"6/10/2015",1,1,2,2,0,6,6,"6/10/2015"
"4027","Other (HUD)",670440,387745,2136357,"6/10/2015",1,3,2,1,0,7,7,"6/10/2015"
"4028","Other (HUD)",670615,319888,2137886,"6/11/2015",1,3,3,4,0,11,11,"6/11/2015"
"4029","Other (HUD)",670628,380827,2138028,"6/11/2015",1,3,3,3,0,10,10,"6/11/2015"
"4030","Other (HUD)",670791,384368,2120164,"6/4/2015",0,0,1,3,0,4,4,"6/4/2015"
"4031","Other (HUD)",670791,384368,2141459,"6/11/2015",0,3,3,5,0,11,11,"6/11/2015"
"4032","Other (HUD)",671007,318879,2144833,"6/12/2015",1,4,3,6,0,14,14,"6/12/2015"
"4033","Other (HUD)",671381,136453,2147912,"6/15/2015",1,3,4,4,0,12,12,"6/15/2015"
"4034","Other (HUD)",672027,335992,2157742,"6/17/2015",1,3,1,5,0,10,10,"6/17/2015"
"4035","Other (HUD)",672328,403077,2162804,"6/18/2015",1,2,0,6,0,9,7,"6/18/2015"
"4036","Other (HUD)",672383,373140,2163915,"6/18/2015",1,2,4,5,0,12,12,"6/18/2015"
"4037","Other (HUD)",672454,403148,2165397,"6/18/2015",1,2,2,1,0,6,6,"6/18/2015"
"4038","Other (HUD)",673358,403423,2175456,"6/23/2015",1,2,2,2,0,7,7,"6/23/2015"
"4039","Other (HUD)",673699,370125,2179685,"6/24/2015",1,3,3,7,0,14,13,"6/24/2015"
"4040","Other (HUD)",673703,345104,1670194,"2/17/2015",1,3,3,0,0,7,7,"2/17/2015"
"4041","Other (HUD)",673703,345104,2179951,"6/24/2015",1,3,4,6,0,14,14,"6/24/2015"
"4042","Other (HUD)",673960,204306,2183332,"6/25/2015",1,3,1,4,0,9,9,"6/25/2015"
"4043","Other (HUD)",674948,403838,2196774,"6/30/2015",1,1,2,3,0,7,7,"6/30/2015"
"4044","Other (HUD)",674948,403838,3292712,"1/6/2016",1,3,4,5,0,13,13,"1/6/2016"
"4045","Other (HUD)",675022,304284,2198941,"6/30/2015",1,3,3,4,0,11,11,"6/30/2015"
"4046","Other (HUD)",675166,402575,2201196,"1/29/2015",1,3,4,3,0,11,11,"6/30/2015"
"4047","Other (HUD)",675697,345342,2208787,"7/2/2015",1,1,1,2,0,5,5,"7/2/2015"
"4048","Other (HUD)",676280,404474,2212736,"7/6/2015",1,1,3,3,0,8,8,"7/6/2015"
"4049","Other (HUD)",676372,380954,2214381,"7/6/2015",1,1,0,5,0,7,7,"7/6/2015"
"4050","Other (HUD)",676669,217784,2217877,"7/7/2015",1,3,3,4,0,11,11,"7/7/2015"
"4051","Other (HUD)",676738,316021,2219963,"7/7/2015",1,3,3,5,0,12,12,"7/7/2015"
"4052","Other (HUD)",676755,392937,2220144,"7/7/2015",1,3,2,4,0,10,10,"7/7/2015"
"4053","Other (HUD)",677030,388660,2223926,"7/8/2015",0,2,3,4,0,9,9,"7/8/2015"
"4054","Other (HUD)",677057,303337,2224622,"7/8/2015",1,3,2,5,0,11,11,"7/8/2015"
"4055","Other (HUD)",677405,372199,2231580,"7/9/2015",1,2,2,1,0,6,6,"7/9/2015"
"4056","Other (HUD)",677679,322951,2237071,"7/10/2015",1,3,3,4,0,11,11,"7/10/2015"
"4057","Other (HUD)",677679,322951,3309689,"1/11/2016",1,3,4,5,0,13,13,"1/11/2016"
"4058","Other (HUD)",677742,405166,2238554,"7/10/2015",1,4,3,2,0,10,10,"7/10/2015"
"4059","Other (HUD)",678053,337130,2240298,"7/13/2015",1,3,2,6,0,12,11,"7/13/2015"
"4060","Other (HUD)",678084,302258,2240932,"7/13/2015",1,1,1,3,1,7,7,"7/13/2015"
"4061","Other (HUD)",678094,368341,2241137,"7/13/2015",1,3,4,5,0,13,13,"7/13/2015"
"4062","Other (HUD)",678636,405531,2250522,"7/15/2015",0,3,3,6,0,12,11,"7/15/2015"
"4063","Other (HUD)",678636,405531,2762655,"10/20/2015",1,3,2,5,0,11,9,"10/20/2015"
"4064","Other (HUD)",679182,191512,2263516,"7/17/2015",1,0,3,2,0,6,6,"7/17/2015"
"4065","Other (HUD)",679224,327763,2264684,"7/17/2015",1,2,2,3,0,8,8,"7/17/2015"
"4066","Other (HUD)",679254,475439,2266552,"7/17/2015",1,1,2,0,1,5,5,"7/17/2015"
"4067","Other (HUD)",679254,475439,3343994,"1/20/2016",1,2,1,1,1,6,6,"1/20/2016"
"4068","Other (HUD)",679646,379826,2274197,"7/20/2015",1,2,2,4,0,9,9,"7/20/2015"
"4069","Other (HUD)",679646,379826,3735689,"4/20/2016",1,4,3,6,0,14,14,"4/20/2016"
"4070","Other (HUD)",679653,347332,2274421,"7/20/2015",1,3,4,3,0,11,11,"7/20/2015"
"4071","Other (HUD)",679653,347332,3243392,"12/23/2015",1,4,1,6,0,12,12,"12/23/2015"
