"","entry_exit_provider_program_type_code","ee_uid","client_id","client_age_at_entry","client_age_at_exit","client_gender","client_primary_race","client_ethnicity","client_veteran_status"
"21571","Emergency Shelter (HUD)",800266,157511,55,55,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21572","Emergency Shelter (HUD)",800267,420092,51,51,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21573","Emergency Shelter (HUD)",800268,88377,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21574","Emergency Shelter (HUD)",800269,420801,19,19,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21575","Emergency Shelter (HUD)",800270,367630,54,54,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21576","Emergency Shelter (HUD)",800271,302449,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21577","Emergency Shelter (HUD)",800272,386275,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21578","Emergency Shelter (HUD)",800273,173933,57,57,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21579","Emergency Shelter (HUD)",800274,371328,25,25,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21580","Emergency Shelter (HUD)",800275,358756,40,40,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21581","Emergency Shelter (HUD)",800276,376162,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21582","Emergency Shelter (HUD)",800277,338583,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21583","Emergency Shelter (HUD)",800278,417964,61,61,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21584","Emergency Shelter (HUD)",800280,21891,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21585","Emergency Shelter (HUD)",800281,302513,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21586","Emergency Shelter (HUD)",800282,123653,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21587","Emergency Shelter (HUD)",800283,311437,48,48,"Male","Client refused (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21588","Emergency Shelter (HUD)",800284,316021,31,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21589","Emergency Shelter (HUD)",800285,359195,27,27,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21590","Emergency Shelter (HUD)",800286,377217,20,20,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21591","Emergency Shelter (HUD)",800288,312448,27,27,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21592","Emergency Shelter (HUD)",800289,353228,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21593","Emergency Shelter (HUD)",800291,419924,60,60,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21594","Emergency Shelter (HUD)",800293,416830,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21595","Emergency Shelter (HUD)",800294,408181,54,54,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21596","Emergency Shelter (HUD)",800295,334264,49,49,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21597","Emergency Shelter (HUD)",800296,254664,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21598","Emergency Shelter (HUD)",800298,339237,49,49,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21599","Emergency Shelter (HUD)",800299,317053,43,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21600","Emergency Shelter (HUD)",800300,208429,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21601","Emergency Shelter (HUD)",800301,361563,49,49,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21602","Emergency Shelter (HUD)",800302,387816,58,58,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21603","Emergency Shelter (HUD)",800303,417273,22,22,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21604","Emergency Shelter (HUD)",800304,304319,61,61,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21605","Emergency Shelter (HUD)",800305,306872,60,60,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21606","Emergency Shelter (HUD)",800307,420878,21,21,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21607","Emergency Shelter (HUD)",800309,398211,28,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21608","Emergency Shelter (HUD)",800310,196428,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21609","Emergency Shelter (HUD)",800311,418772,68,68,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21610","Emergency Shelter (HUD)",800312,256656,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21611","Emergency Shelter (HUD)",800313,420702,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21612","Emergency Shelter (HUD)",800314,22591,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21613","Emergency Shelter (HUD)",800315,264934,49,49,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21614","Emergency Shelter (HUD)",800316,393505,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21615","Emergency Shelter (HUD)",800317,358244,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21616","Emergency Shelter (HUD)",800318,420466,47,47,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21617","Emergency Shelter (HUD)",800319,379806,51,51,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","Yes (HUD)"
"21618","Emergency Shelter (HUD)",800320,106968,45,45,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21619","Emergency Shelter (HUD)",800321,333524,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21620","Emergency Shelter (HUD)",800322,361968,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21621","Emergency Shelter (HUD)",800323,385366,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21622","Emergency Shelter (HUD)",800324,305660,25,25,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21623","Emergency Shelter (HUD)",822806,379673,67,67,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21624","Emergency Shelter (HUD)",822807,403587,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21625","Emergency Shelter (HUD)",822808,366117,37,37,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21626","Emergency Shelter (HUD)",822810,389555,44,44,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21627","Emergency Shelter (HUD)",822811,420425,29,29,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21628","Emergency Shelter (HUD)",822812,300974,30,30,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21629","Emergency Shelter (HUD)",822814,411730,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21630","Emergency Shelter (HUD)",822815,421210,24,24,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21631","Emergency Shelter (HUD)",822816,334712,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21632","Emergency Shelter (HUD)",822817,405395,51,51,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21633","Emergency Shelter (HUD)",822818,419745,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21634","Emergency Shelter (HUD)",822819,339180,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21635","Emergency Shelter (HUD)",822822,402794,33,33,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21636","Emergency Shelter (HUD)",822824,418797,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21637","Emergency Shelter (HUD)",822825,463972,51,51,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21638","Emergency Shelter (HUD)",822826,352491,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21639","Emergency Shelter (HUD)",822827,412466,30,30,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21640","Emergency Shelter (HUD)",822828,307527,57,57,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21641","Emergency Shelter (HUD)",822829,416116,54,54,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21642","Emergency Shelter (HUD)",822830,417742,67,67,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21643","Emergency Shelter (HUD)",822831,129796,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21644","Emergency Shelter (HUD)",822832,98785,49,49,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21645","Emergency Shelter (HUD)",822833,419848,27,27,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21646","Emergency Shelter (HUD)",822834,395188,41,41,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21647","Emergency Shelter (HUD)",822835,310259,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21648","Emergency Shelter (HUD)",822836,394056,53,53,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21649","Emergency Shelter (HUD)",822837,388095,54,54,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21650","Emergency Shelter (HUD)",822838,399367,54,54,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21651","Emergency Shelter (HUD)",822840,419931,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21652","Emergency Shelter (HUD)",822841,328746,47,47,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21653","Emergency Shelter (HUD)",822842,211708,56,56,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21654","Emergency Shelter (HUD)",822843,417789,34,34,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21655","Emergency Shelter (HUD)",822844,116733,30,30,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21656","Emergency Shelter (HUD)",822845,355193,52,52,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21657","Emergency Shelter (HUD)",822846,364222,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21658","Emergency Shelter (HUD)",822847,306709,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21659","Emergency Shelter (HUD)",822848,391037,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21660","Emergency Shelter (HUD)",822849,150391,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21661","Emergency Shelter (HUD)",822850,303475,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21662","Emergency Shelter (HUD)",822851,340975,46,46,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21663","Emergency Shelter (HUD)",822852,380075,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21664","Emergency Shelter (HUD)",822853,392938,52,52,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21665","Emergency Shelter (HUD)",822854,352982,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21666","Emergency Shelter (HUD)",822855,354903,26,26,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21667","Emergency Shelter (HUD)",822856,421109,40,40,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21668","Emergency Shelter (HUD)",822857,389539,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21669","Emergency Shelter (HUD)",822858,323409,62,62,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21670","Emergency Shelter (HUD)",822859,397924,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21671","Emergency Shelter (HUD)",822860,379285,49,49,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21672","Emergency Shelter (HUD)",822861,407209,26,26,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21673","Emergency Shelter (HUD)",822862,318881,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21674","Emergency Shelter (HUD)",822863,90210,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21675","Emergency Shelter (HUD)",822864,155069,46,46,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21676","Emergency Shelter (HUD)",822865,338069,46,46,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21677","Emergency Shelter (HUD)",822866,305154,42,42,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21678","Emergency Shelter (HUD)",822867,382291,67,67,"Male","American Indian or Alaska Native (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21679","Emergency Shelter (HUD)",822868,303385,40,40,"Male","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"21680","Emergency Shelter (HUD)",822870,349373,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21681","Emergency Shelter (HUD)",822871,416912,53,53,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21682","Emergency Shelter (HUD)",822872,420792,54,54,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21683","Emergency Shelter (HUD)",822873,322513,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21684","Emergency Shelter (HUD)",822874,355026,51,51,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21685","Emergency Shelter (HUD)",822875,305175,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21686","Emergency Shelter (HUD)",822876,303486,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21687","Emergency Shelter (HUD)",822877,352172,22,22,"Trans Female (MTF or Male to Female)","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21688","Emergency Shelter (HUD)",822878,358298,26,26,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21689","Emergency Shelter (HUD)",822879,314214,28,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21690","Emergency Shelter (HUD)",822880,217982,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21691","Emergency Shelter (HUD)",822881,407384,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21692","Emergency Shelter (HUD)",822882,359734,52,52,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21693","Emergency Shelter (HUD)",822883,303582,43,43,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21694","Emergency Shelter (HUD)",822884,421151,63,63,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21695","Emergency Shelter (HUD)",822885,363882,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21696","Emergency Shelter (HUD)",822886,412812,34,34,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21697","Emergency Shelter (HUD)",822887,325660,30,30,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21698","Emergency Shelter (HUD)",822888,370203,59,59,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21699","Emergency Shelter (HUD)",822889,349715,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21700","Emergency Shelter (HUD)",822890,419185,21,21,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21701","Emergency Shelter (HUD)",822891,371754,49,49,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21702","Emergency Shelter (HUD)",822895,317448,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21703","Emergency Shelter (HUD)",822896,327656,59,59,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21704","Emergency Shelter (HUD)",822897,381547,54,54,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21705","Emergency Shelter (HUD)",822898,415109,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21706","Emergency Shelter (HUD)",822901,418419,19,19,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21707","Emergency Shelter (HUD)",822902,218818,49,49,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21708","Emergency Shelter (HUD)",822907,400949,34,34,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21709","Emergency Shelter (HUD)",822908,421024,NA,NA,"","","","No (HUD)"
"21710","Emergency Shelter (HUD)",822909,420092,51,51,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21711","Emergency Shelter (HUD)",822910,155216,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21712","Emergency Shelter (HUD)",822911,391748,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21713","Emergency Shelter (HUD)",822912,420801,19,19,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21714","Emergency Shelter (HUD)",822913,392752,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21715","Emergency Shelter (HUD)",822914,386275,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21716","Emergency Shelter (HUD)",822915,173933,57,57,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21717","Emergency Shelter (HUD)",822916,419874,52,52,"Male","White (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"21718","Emergency Shelter (HUD)",822917,358756,40,40,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21719","Emergency Shelter (HUD)",822918,376162,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21720","Emergency Shelter (HUD)",822919,338583,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21721","Emergency Shelter (HUD)",822920,417964,61,61,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21722","Emergency Shelter (HUD)",822921,417547,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21723","Emergency Shelter (HUD)",822922,123653,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21724","Emergency Shelter (HUD)",822923,316021,31,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21725","Emergency Shelter (HUD)",822924,359195,27,27,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21726","Emergency Shelter (HUD)",822925,417993,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21727","Emergency Shelter (HUD)",822926,377217,20,20,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21728","Emergency Shelter (HUD)",822927,321872,45,45,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21729","Emergency Shelter (HUD)",822929,312448,27,27,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21730","Emergency Shelter (HUD)",822930,419655,18,18,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21731","Emergency Shelter (HUD)",822931,254664,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21732","Emergency Shelter (HUD)",822933,421689,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21733","Emergency Shelter (HUD)",822934,416830,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21734","Emergency Shelter (HUD)",822935,408181,54,54,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21735","Emergency Shelter (HUD)",822936,339237,49,49,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21736","Emergency Shelter (HUD)",822937,335456,60,60,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21737","Emergency Shelter (HUD)",822938,317053,43,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21738","Emergency Shelter (HUD)",822939,421146,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21739","Emergency Shelter (HUD)",822940,387816,58,58,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21740","Emergency Shelter (HUD)",822942,107209,29,29,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21741","Emergency Shelter (HUD)",822943,306872,60,60,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21742","Emergency Shelter (HUD)",822945,420878,21,21,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21743","Emergency Shelter (HUD)",822947,324953,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21744","Emergency Shelter (HUD)",822948,388803,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21745","Emergency Shelter (HUD)",822949,420702,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21746","Emergency Shelter (HUD)",822950,22591,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21747","Emergency Shelter (HUD)",822951,264934,49,49,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21748","Emergency Shelter (HUD)",822952,233427,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21749","Emergency Shelter (HUD)",822953,420466,48,48,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21750","Emergency Shelter (HUD)",822954,379806,51,51,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","Yes (HUD)"
"21751","Emergency Shelter (HUD)",822955,106968,45,45,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21752","Emergency Shelter (HUD)",822956,20101,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21753","Emergency Shelter (HUD)",822957,333524,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21754","Emergency Shelter (HUD)",822958,361968,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21755","Emergency Shelter (HUD)",822959,385366,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21756","Emergency Shelter (HUD)",822965,401127,33,33,"Female","White (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"21757","Emergency Shelter (HUD)",822966,389555,44,44,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21758","Emergency Shelter (HUD)",822967,303344,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21759","Emergency Shelter (HUD)",822968,421210,24,24,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21760","Emergency Shelter (HUD)",822969,176815,34,34,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21761","Emergency Shelter (HUD)",822970,334712,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21762","Emergency Shelter (HUD)",822973,402794,33,33,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21763","Emergency Shelter (HUD)",822975,370059,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21764","Emergency Shelter (HUD)",822976,412461,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21765","Emergency Shelter (HUD)",822977,348146,46,46,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
